SalesAgent,ReviewType,Reviews,ReviewScore,ReviewDate
APRIL MAKELAARS VLEUTEN,Sale reviews,Dit is ons tweede huis dat we via April Makelaars verkopen. Ze weten wat je wilt en de communicatie is snel en duidelijk.,10.5,18 June 2020
APRIL MAKELAARS VLEUTEN,Sale reviews,"Rust en vertrouwen dat zoek je als je jouw huis wilt verkopen. Dat kregen we van Ted van April makelaars. Heldere uitleg, snelle aanpak, duidelijke afspraken en goede service. ",9.5,18 May 2020
Ares Makelaardij,Buy reviews,"Tijdens onze zoektocht naar een nieuwe woning hebben we vaak ongevraagd advies gekregen om vooral geen aankoopmakelaar in te schakelen. ""Zonde van je geld""Één persoon wist ons te vertellen dat ""als we dan toch zo nodig een aankoopmakelaar wilden hebben"" we naar Ares Makelaardij moesten gaan.Dat is een gouden advies geweest!Wat voor ons heel fijn was is dat Ares Makelaardij de vaak complexe jargon vertaalde naar voor ons begrijpelijke taal zodat we ook daadwerkelijk wisten wat er precies werd bedoeld.Ook het advies tijdens en na de bezichtigingen was duidelijk en goed onderbouwd.Als leek zijnde ben je vaak snel 'verliefd'op een huis en is het goed om iemand met kennis van zaken achter de hand te hebben die je van de roze wolk trekt en je op dingen wijst waar je zelf nooit aan zou denken of er gewoonweg blind voor bent.Dankzij Ares Makelaardij hebben we nu niet de hoofdprijs voor een 'bouwval' betaald maar ons droomhuis gevonden voor een mooie prijs!Al met al zijn we meer dan dik tevreden!Dus ik geen 'm door...:""als je een aankoop makelaar wilt hebben ga dan naar Ares Makelaardij""En ja...het kost je een paar euro maar die verdien je ruimschoots terug!",10.0,20 November 2017
Ares Makelaardij,Buy reviews,Service en begeleiding door de makelaar en medewerkers kantoor was goed. Dit leidde tot een snel en geslaagde aankoop.,9.0,7 June 2017
Arjen Ketel Makelaars,Sale reviews,"Vanaf het begin tot aan het eind is Arjen Ketel makelaars uitermate goed bereikbaar, deskundig, transparant, behulpzaam en ont zorgt daardoor voor alle partijen. ",9.3,2 June 2020
Arjen Ketel Makelaars,Sale reviews,"Arjen en Davina hebben ons uitstekend geadviseerd. Ze zijn professioneel, kundig en daarnaast zeer service gericht. Niet alleen naar ons als verkopers maar ook richting de kopers. Dat vonden we erg fijn werken. Ik zou ze dan ook aan iedereen aanraden.",10.3,5 March 2020
Arjen Ketel Makelaars,Sale reviews,"We zijn zeer goed begeleid in het gehele traject van de verkoop van onze woning. Goed en frequent contact over de status, ook in de periode dat er even geen kijkers waren.",10.3,13 February 2020
Arjen Ketel Makelaars,Sale reviews,Arjen en zijn collega’s zijn erg vriendelijk en komen al hun afspraken na. Arjen heeft ervoor gezorgd dat we het maximale uit de verkoop hebben kunnen halen. Hij voert een realistisch prijs advies op basis van lokale vastgoedmarkt ontwikkelingen. Zijn kennis van bouwkundige (on)mogelijkheden en/of zijn netwerk van bouwkundige expertise kwamen vaak goed van pas. Dank voor de goede diensten!,8.3,1 January 2020
Arjen Ketel Makelaars,Sale reviews,Zijn vriendelijk en reageerde zeer snel op e-mails en telefonische verzoeken.En uitstekende begeleiding tijdens de aan- en verkoop. ,10.3,23 December 2019
atn aankoop- & taxatiebureau o.g.,Buy reviews,"ATN heeft goede kennis van de markt.Wat betreft de onderhandeling was het voor ons ietwat teleurstellend,maar uiteindelijk heeft de inspanning van ATN wel een 'positief' effect gehad op de aankoopprijs. Verder is ATN een heel plezierige partij ommee te samenwerken.ATN belooft wat zij doet en is stipt in haar afspraken nakomen. ",7.0,30 July 2016
atn aankoop- & taxatiebureau o.g.,Buy reviews,"De woning zelf al gevonden op funda, daarna door atn goed geholpen met informatie, en bekijken van de woning. Vervolgens een bevredigend resultaat bij de onderhandelingen gekregen door taktvol onderhandelen.",9.0,25 May 2016
atn aankoop- & taxatiebureau o.g.,Buy reviews,"Nadat we een aantal huizen op het oog hadden, hebben we ATN (mevr. Schoonen) ingeschakeld. Omdat je niet dagelijks een huis koopt vonden wij het belangrijk om de expertise, onderhandelingen en stappenplan vanaf bezichtiging tot en met aankoop bij een derde te leggen. Als aankopende partij met 2 fulltime gezinsleden geeft dit je ontzettend veel rust en leg je als ware de verantwoordelijkheid bij de aankoopmakelaar. Je krijgt het gevoel dat je niet alleen staat en er altijd iemand is die over je schouder meekijkt. We kunnen ATN (mevr. Schoonen) zeker aanbevelen bij de aankoop van onroerend goed. Wij hebben feitelijk geen enkele negatief punt kunnen ontdekken en hier zijn we super blij mee alsmede de aanschaf van onze woning. Positieve punten die tot en met aankoop zijn oa:- Duidelijk en helder en geen nonsens- Zeer goede prijs/kwaliteitsverhouding - Goed bereikbaar (zowel telefonisch als via de mail)(altijd snel contact)- Geen emotionele binding (remt je af wanneer dat nodig is)- Doorpakken wanneer dat nodig is. ",9.0,3 August 2015
atn aankoop- & taxatiebureau o.g.,Buy reviews,"Kort samengevat: Monique heeft verstand van zaken, is ""to the point"" en zeer doortastend!Weet alle belanghebbenden, dus ook de verkopende partij, te activeren en op het juiste spoor te zetten! Neem ATN in de arm wanneer je overweegt in onderhandeling te gaan voor de aankoop van een woning; kijk niet wat het kost, maar vooral wat het opleverd!Monique, bedankt voor je inspanning en de prettige samenwerking!",10.0,28 July 2015
atn aankoop- & taxatiebureau o.g.,Buy reviews,"Het was een goede zet om een aankoop makelaar in de arm te nemen. Monique is deskundig, voorkomend en neemt je veel zorg/stress uit handen. Niet alleen de aankoop onderhandelingen liepen vlot en goed via ATN maar ook hettraject vooraf, zoals regelen van extra bezichtigingen, bouwkundige keuring en de onderhandeling over de roerende zaken liepen soepel en vlot door de inbreng van Monique van ATN.Monique Schoonen, bedankt voor alles we zijn erg blij met onze nieuwe woning en jou bijdrage aan ons woongenot.",8.0,23 February 2015
Appelman & Deutekom NVM makelaars,Sale reviews,"Het is prima gegaan, het is een goed makelaarskantoor. Ze komen hun afspraken na . Wij nemen deze makelaar de volgende keer weer .",9.0,23 August 2019
Appelman & Deutekom NVM makelaars,Sale reviews,"A1D.nl was de 3e makelaar die we gecontacteerd hebben. Aangezien wij 6 geleden dit huis via Martijn aangekocht hebben, en toentertijd hij meteen ook ons huis verkocht had, leek het ons verstandig om Appelman & Deutekom weer uit te nodigen.Martijn zag direct dat we het huis vervolmaakt hadden met nieuwe veranda, gestucte wanden, zolder opgeknapt, trap vernieuwd, etc. dus het was voor hem een uitdaging om dit goed te verkopen. De ""funda"" strategie heeft heel erg goed uitgepakt voor ons. Een knap huis verkoopt snel en voor een goede prijs en dat is gebleken. Net als ons vorige huis heeft Martijn de koper rondgeleid en enthausiast gemaakt, waarna Rick (op de vrije dag van Martijn) de klap met de hamer heeft gegeven. Weer teamwork! Perfect guys!en laten we Joelle niet vergeten. Prima communicatie, snelle reactie, lekker werken zo. ",10.0,16 August 2019
Appelman & Deutekom NVM makelaars,Sale reviews,Alles is heel goed begeleid. Alle lof daarover! Ervaren en deskundige makelaars. Gingen heel respectvol met ons om.,9.0,5 August 2019
ARENS MAKELAARS,Sale reviews,Vriendelijke en deskundige makelaars. Ze geven duidelijke informatie en de communicatie verliep prima.Zeker aan te raden.,9.0,30 June 2020
Appelman & Deutekom NVM makelaars,Sale reviews,"We zijn tevreden over Appelman en Deutekom. Soms wat slechter te bereiken, maar wat betreft de belangrijke zaken staan ze altijd voor je klaar. Geen vraag is te gek. Martijn en Joelle hebben ons goed begeleid. ",8.0,1 August 2019
Appelman & Deutekom NVM makelaars,Sale reviews,"Het contact en het hele proces was vanaf het eerste moment professioneel, prettig, praktisch en persoonlijk. Het huis werd met veel enthousiasme gepresenteerd. Van de kopers heb ik vernomen dat dit zeker ook een aanstekende werking heeft gehad. Kortom: zeer tevreden over het geheel!",9.0,29 June 2019
ARENS MAKELAARS,Sale reviews,"Duidelijk contact, meedenken, snel aggregeren, kortom heel blij met de snelle verkoop en afhandeling van ons huis",8.0,29 June 2020
ARENS MAKELAARS,Sale reviews,Een zeer professioneel en betrokken makelaar. Ze hebben echt oog voor wie je bent en wat jij zoekt als klant. Hier wordt zonder opdringerig te zijn goed in meegedacht. Het contact verliep soepel en prettig. ,9.0,11 May 2020
Antoon Verkaik Makelaardij o.g.,Sale reviews,"Fijn en eerlijk advies. Betrokken en duidelijk, erg professioneel. Antoon is prettig en toegankelijk in de omgang. Mocht je een huis willen kopen of verkopen dan kan ik hem zeker aanraden!",9.0,12 March 2020
ARENS MAKELAARS,Sale reviews,"Wij zijn heel tevreden over de service van Arends, komen thuis langs om alles te bespreken, goed bereikbaar, reageren snel op vragen en houden je op de hoogte van de stand van zaken. Kortom wij zijn heel tevreden klanten! ",10.0,8 May 2020
ARENS MAKELAARS,Sale reviews,"Het contact met makelaars kantoor Arens en met name Michelle was en is zeer warm, vriendelijk en professioneel. De deskundigheid en de know how staat hoog in het vaandel.Bij deze mijn dank voor alle goede zorgen en het vertrouwen. Jullie zijn een aanwinst voor het dorp en omstreken ",10.0,8 May 2020
Antoon Verkaik Makelaardij o.g.,Sale reviews,"Deskundig, secuur, duidelijk, snelle reactie, top communicatie, eerlijk. Niet eerder zo'n fijne makelaar meegemaakt.",10.0,8 January 2020
Antoon Verkaik Makelaardij o.g.,Sale reviews,"Antoon is een deskundige, betrouwbare en eerlijke makelaar met een zeer grondige kennis van de markt. Hij is betrokken, maar ook realistisch. Communicatielijnen zijn kort en helder; Désirée (de onvolprezen dame op het kantoor) en hij houden je van iedere stap op de hoogte. Een fijne makelaar die we van harte aanbevelen.",9.0,2 January 2020
Antoon Verkaik Makelaardij o.g.,Sale reviews,"Antoon Verkaik is van de korte lijnen. Vaak en snel contact, heeft een duidelijk verhaal en geeft een realistische verwachting. Hierdoor is het hele proces op een ontspannen manier verlopen. Bij het geven van cijfers is het niet mogelijk, maar van mij krijgt hij een 10plus. ",10.0,10 December 2019
Antoon Verkaik Makelaardij o.g.,Sale reviews,"Maakte alle verwachtingen meer dan waar. Zeer deskundig, zakelijk en heeft ook oog voor de menselijk kant.",9.0,27 November 2019
Angela den Hartog makelaardij o.g.,Sale reviews,"Prettig contact met de makelaar en wat ik erg positef vond, dat zij ons heel goed en snel op de hoogte hield van de ontwikkelingen wat betreft de verkoop van het huis.",8.3,11 January 2020
Angela den Hartog makelaardij o.g.,Sale reviews,We hebben Angela al in een eerder traject meegemaakt en ondanks dat de woning aan onze neusvoorbij ging hielden we een prettig gevoel aan dit contact over. Dat was voor ons de voornaamste reden om Angela te benaderen voor de verkoop van onze woning. We zijn zeer tevreden over het gehele traject. We zijn goed meegenomen in het proces en waar nodig heeft Angela ons prima aangevuld met suggesties. We vonden het ook heel fijn dat Angela met een heel professioneel team werkt. Ze geven goede tips qua styling en maken prachtige foto's. Het is het complete plaatje wat ons zeer aanspreekt. Voor ons is Angela de makelaar van Alphen aan den Rijn!,8.3,2 January 2020
Angela den Hartog makelaardij o.g.,Sale reviews,"Angela den Hartog neemt elke klant super serieus. Ze gaat niet over één nacht ijs en taxeert en beoordeelt weloverwogen. Ze beschouwt elk huis als een prestigeobject. Dat wil zeggen, als zij vooraf denkt dat zij het, voor deze prijs, niet kan verkopen, gaat ze niet in zee met de verkopende partij. Met andere woorden, wie Angela als makelaar heeft, kan er vanuit gaan dat het goed komt. ",9.3,9 December 2019
Angela den Hartog makelaardij o.g.,Sale reviews,"Angela den Hartog - makelaar met een vrouwelijke touch. Meer dan dat! Heel professioneel, deskundig en betrokken!",10.3,1 December 2019
Angela den Hartog makelaardij o.g.,Sale reviews,"Wij hebben voor Angela den Hartog gekozen om onze woning aan de Evenaar 410 te verkopen, omdat zij het gevoel gaf ons te kunnen ontzorgen. Aan deze verwachting hebben Angela en Vera volledig voldaan. Ze zijn beide persoonlijk betrokken en deskundig, ook naar de kopende partij. En ook heel belangrijk, Angela heeft ons huis super snel verkocht!",8.3,26 November 2019
Adfinis Makelaars,Sale reviews,Alles naar tevredenheid verlopen.,10.0,22 August 2017
Adfinis Makelaars,Sale reviews,Remko heeft goede marktkennis en weet het maximale uit de ver- en aankoop van een woning te halen.Remko heeft tevens oog voor (technische)-details van aandachtspunten van een woning en is hier eerlijk en open over.,8.0,20 July 2017
Adfinis Makelaars,Sale reviews,"Goed vertrouwd contact, vriendelijk en eerlijk.Een goede begeleiding bij het verkopen van mijn huis.",8.0,19 July 2017
Adfinis Makelaars,Sale reviews,"Erg prettige samenwerking, Adfinis levert de expertise waar je als verkoper behoefte aan hebt!!!!!!!",9.0,17 July 2017
Adfinis Makelaars,Sale reviews,wij zijn zeer tevreden over Adfinis makelaars. we zijn goed en deskundig geholpen. Bij vragen werden we gehoord en kregen snel een antwoordt. Ook het contact met de secretaresse/ telefoniste verliep erg prettig. Ze heeft een attente en persoonlijke klanten benadering.kortom Top!,8.0,17 July 2017
Bart Hut Makelaardij,Buy reviews,Erg blij met de snelle afhandeling van de aankoop en onder een deskundige begeleiding. De makelaar gaf ons een vertrouwd gevoel. ,9.3,17 October 2018
Bart Hut Makelaardij,Buy reviews,Bart heeft ons erg goed geholpen met de aanschaf van onze eerste koopwoning. Houdt ons goed op de hoogte van de ontwikkelingen en is erg makkelijk te bereiken. Zeker een dikke 10! ,10.3,30 August 2016
atn aankoop- & taxatiebureau o.g.,Buy reviews,"Wij vonden het erg prettig om met Monique samen te werken aan ons huis. Het was voor de eerste keer dat we een huis gingen kopen en we kregen goede begeleiding, konden altijd mailen of bellen als we iets niet begrepen. ",10.0,20 January 2015
Ab Gaasbeek Makelaardij,Sale reviews,"Prima makelaar met veel verstand van zaken. En goed op de hoogte van de lokale markt aangezien hij zelf ook in hetzelfde dorp woont, maar ondanks dat hij veel mensen kent wel professioneel blijft.Ik kan hem bij iedereen aanbevelen.",9.3,17 January 2018
Ab Gaasbeek Makelaardij,Sale reviews,Het is heel prettig samenwerken met Ab Gaasbeek makelaardij. We hebben een hele deskundige begeleiding ontvangen die heeft geresulteerd in goede een opbrengst voor de woning. Ab en Hanneke; dank jullie wel!,9.3,15 November 2017
Ab Gaasbeek Makelaardij,Sale reviews,Kennis van zaken en de (lokale) markt. Gaat zorgvuldig te werk en communiceert goed. Prettig zaken doen.,10.3,10 October 2017
Ab Gaasbeek Makelaardij,Sale reviews,"Ab en Hanneke Gaasbeek, zijn prettige en deskundige mensen, Heldere en duidelijke communicatie. Bedankt voor de snelle verkoop van ons huis.",10.3,6 September 2017
Bart Hut Makelaardij,Sale reviews,Het contact met Bart Hut verliep heel gemoedelijk. Hij is erg gedreven en goed op de hoogte wat er in de omgeving speelt op de huizenmarkt. De bereikbaarheid is ook erg goed. Mocht hij net even in gesprek zitten als ik belde dan nam hij spoedig contact met mij op.,8.8,7 December 2020
